name,population
AC,881935
AL,3337357
AP,845731
AM,4144597
BA,14873064
CE,9132078
DF,3015268
ES,4018650
GO,7018354
MA,7075181
MT,3484466
MS,2778986
MG,21168791
PR,11433957
PB,4018127
PA,11433957
PE,9557071
PI,3273227
RN,3506853
RS,11377239
RJ,17264943
RO,1777225
RR,60576
SC,7164788
SE,2298696
SP,45919049
TO,1572866
